6214 0.846 0.231 0.615 0.769 1.000 0.000 0.615 0.385 0.538 0.462
6218 0.905 0.714 1.000 0.714 0.810 0.429 0.286 0.095 0.000 0.286
6229 0.615 1.000 0.077 0.385 0.077 0.462 0.000 0.000 0.000 0.000
624 1.000 0.400 1.000 0.600 0.700 0.050 0.100 0.000 0.200 0.100
6270 0.000 0.125 0.625 1.000 0.375 0.625 0.125 0.625 0.125 0.125
6287 0.972 0.981 1.000 0.916 0.916 0.869 0.804 0.804 0.000 0.832
6309 0.062 0.375 0.000 1.000 0.062 0.062 0.625 0.437 0.313 0.125
6378 1.000 0.267 0.200 0.333 0.667 0.267 0.267 0.000 0.333 0.600
646 0.750 0.000 1.000 0.500 0.125 1.000 0.000 0.125 0.125 0.125
648 1.000 0.111 0.444 0.000 0.222 0.556 0.111 0.889 0.889 0.889
6490 0.875 0.625 0.750 0.000 0.500 0.125 1.000 0.750 0.750 0.750
6506 0.778 0.111 1.000 0.111 1.000 0.000 0.333 0.000 0.778 0.556
6507 0.750 0.500 0.625 1.000 0.750 0.125 0.250 0.250 0.000 0.125
6518 1.000 0.333 0.167 0.000 0.500 0.250 0.333 0.167 0.417 0.500
6533 0.000 1.000 0.000 0.833 0.667 0.167 0.000 0.833 0.833 0.833
6628 1.000 0.885 0.808 0.615 0.346 0.231 0.154 0.154 0.000 0.077
665 0.500 0.929 1.000 0.786 0.786 0.500 0.643 0.000 0.643 0.214
6796 0.400 0.900 0.500 0.900 0.000 0.900 1.000 0.800 0.800 0.800
6832 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
723 1.000 0.333 0.500 0.167 0.000 0.167 0.000 0.167 0.167 0.167
773 0.750 1.000 0.000 0.700 1.000 0.900 0.850 0.800 0.150 0.850
787 1.000 0.813 1.000 0.000 0.250 0.250 0.250 0.250 0.250 0.250
861 1.000 0.125 0.000 0.250 0.375 0.000 0.375 0.125 0.125 0.500
995 0.714 0.714 0.714 1.000 0.286 0.571 0.000 0.286 0.857 0.286
10324 0.583 0.000 1.000 0.250 0.833 0.083 0.417 0.000 0.167 0.167
10382 0.500 0.750 0.000 1.000 0.750 0.250 0.000 0.750 1.000 0.750
10510 0.714 1.000 0.714 0.571 0.429 0.000 0.714 0.571 0.000 0.143
10567 0.357 1.000 0.786 0.857 0.214 0.500 0.071 0.071 0.000 0.714
10681 1.000 0.778 0.056 0.444 0.222 0.389 0.333 0.556 0.000 0.222
10804 0.000 0.000 0.333 1.000 0.333 0.400 0.267 0.267 0.267 0.267
10810 1.000 0.750 0.500 0.500 0.500 0.500 0.000 1.000 0.000 0.500
10811 0.667 1.000 0.000 1.000 0.667 0.667 0.667 0.667 0.667 0.667
10820 1.000 0.643 0.571 0.143 0.714 0.357 0.429 0.429 0.643 0.000
10822 1.000 0.000 0.625 0.250 0.125 0.500 0.250 0.375 0.500 0.875
10880 1.000 1.000 1.000 0.000 0.333 0.667 1.000 1.000 0.333 0.333
10987 1.000 0.714 0.857 0.000 0.786 0.571 0.429 0.500 0.429 0.286
10992 1.000 0.000 0.833 0.167 0.667 0.500 0.833 0.167 0.167 0.167
10996 0.750 0.000 1.000 1.000 0.500 0.750 0.750 0.500 0.750 0.250
11001 0.375 0.000 0.500 0.500 0.500 1.000 0.875 0.500 0.625 0.625
11021 1.000 0.316 0.158 0.474 0.211 0.158 0.368 0.000 0.000 0.316
11087 0.667 1.000 0.833 0.833 0.000 0.500 0.000 0.000 0.000 0.000
11099 0.500 0.500 0.500 0.000 0.300 0.300 0.800 0.400 1.000 0.300
11105 1.000 0.913 0.870 0.609 0.174 0.000 0.043 0.130 0.261 0.000
11162 0.100 0.300 0.600 1.000 0.700 1.000 0.700 0.300 0.000 0.000
11189 1.000 0.400 0.200 0.200 0.000 0.000 0.000 0.000 0.000 0.000
11248 0.810 1.000 0.905 0.286 0.143 0.000 0.095 0.095 0.095 0.095
11348 0.000 1.000 0.833 0.833 0.000 0.000 0.000 0.000 0.000 0.000
11350 0.000 0.250 1.000 0.500 0.500 0.500 0.500 0.500 0.500 0.500
5653 0.692 1.000 0.538 0.308 0.385 0.308 0.000 0.385 0.231 0.154
6186 0.875 0.750 0.937 1.000 0.563 0.438 0.063 0.375 0.375 0.000
6305 0.810 0.619 1.000 0.714 0.667 0.000 0.667 0.667 0.714 0.571
6618 0.733 0.733 1.000 0.533 0.467 0.000 0.400 0.333 0.267 0.333
6707 1.000 0.545 0.091 0.227 0.136 0.182 0.273 0.000 0.318 0.000
6743 0.833 1.000 0.111 0.889 0.222 0.722 0.000 0.500 0.389 0.389
6804 0.500 0.200 1.000 0.500 0.800 0.400 0.300 0.200 0.000 0.300
6895 0.588 1.000 0.706 0.471 0.588 0.176 0.235 0.353 0.000 0.118
6922 0.455 0.545 0.455 0.727 0.545 0.545 0.000 0.364 0.364 1.000
6974 0.643 1.000 0.214 0.857 0.500 0.429 0.000 0.286 0.643 0.071
6975 0.267 0.867 1.000 0.667 0.600 0.467 0.000 0.067 0.600 0.133
6982 1.000 0.889 0.778 0.444 0.556 0.333 0.667 0.000 0.333 0.444
6990 1.000 0.000 0.000 0.636 0.000 0.727 0.182 0.364 0.273 0.364
7076 1.000 0.667 0.444 0.278 0.333 0.333 0.000 0.167 0.056 0.000
7134 0.889 0.611 0.389 0.444 0.611 0.278 0.000 0.611 0.333 1.000
7142 0.000 0.091 0.000 0.455 1.000 0.273 0.182 0.273 0.273 0.364
7169 1.000 0.583 0.583 0.083 0.167 0.000 0.167 0.250 0.250 0.250
7175 1.000 0.444 0.056 0.167 0.056 0.167 0.000 0.278 0.278 0.278
7176 1.000 0.278 0.500 0.333 0.167 0.000 0.000 0.333 0.333 0.333
7180 1.000 0.467 0.867 0.133 0.467 0.400 0.533 0.533 0.000 0.400
7225 0.875 0.500 1.000 0.000 0.875 0.375 0.625 0.500 0.250 0.125
7240 0.692 0.692 1.000 0.077 0.615 0.846 0.769 0.308 0.000 0.154
7272 1.000 0.500 0.611 0.056 0.056 0.278 0.278 0.167 0.611 0.000
7285 1.000 0.053 0.526 0.000 0.316 0.158 0.158 0.158 0.158 0.158
7297 1.000 1.000 0.000 0.400 0.600 0.500 0.000 0.700 0.900 0.600
7306 1.000 0.722 0.222 0.444 0.056 0.167 0.056 0.389 0.000 0.167
7307 0.810 0.857 0.857 1.000 0.619 0.000 0.333 0.333 0.095 0.000
7367 1.000 0.625 0.125 0.125 0.125 0.375 0.625 0.000 0.625 0.000
7376 1.000 0.455 0.182 0.364 0.455 0.000 0.636 0.636 0.455 0.182
7378 1.000 0.846 0.692 0.231 0.462 0.077 0.231 0.000 0.154 0.077
7461 0.500 0.250 0.250 0.375 0.250 1.000 1.000 1.000 0.000 0.625
7463 0.929 0.214 1.000 0.000 0.071 0.000 0.143 0.214 0.214 0.071
7472 0.900 1.000 0.900 0.600 0.400 0.600 0.100 0.000 0.500 0.300
7479 0.222 0.222 0.444 0.333 1.000 0.444 0.889 0.000 0.889 0.000
7481 0.429 0.357 0.286 0.000 0.357 1.000 0.643 0.143 0.143 0.071
7591 0.556 0.889 0.000 1.000 0.556 0.000 0.667 0.778 0.333 0.333
7623 1.000 1.000 0.700 0.000 0.400 0.200 0.900 0.400 0.700 0.400
7626 0.286 1.000 0.643 0.429 0.500 0.214 0.500 0.000 0.286 0.429
7736 0.750 0.250 1.000 1.000 0.875 0.000 0.250 0.250 0.125 0.375
7737 0.111 0.222 0.667 0.333 0.444 0.000 0.222 0.111 0.778 1.000
7742 1.000 0.375 0.500 0.625 0.875 1.000 0.125 0.125 0.625 0.000
7746 1.000 0.556 0.556 0.222 0.222 0.185 0.481 0.185 0.000 0.037
7758 1.000 0.267 0.800 0.133 0.333 0.133 0.333 0.000 0.267 0.533
7768 0.375 0.250 0.250 0.625 1.000 0.625 0.250 0.000 0.000 0.875
7809 0.875 0.500 0.500 0.125 0.500 0.875 0.500 1.000 0.125 0.000
7815 0.391 1.000 0.826 0.957 0.957 0.913 0.609 0.304 0.391 0.000
7965 1.000 0.606 0.576 0.424 0.455 0.091 0.061 0.030 0.061 0.000
7981 1.000 0.846 0.577 0.615 0.500 0.038 0.000 0.038 0.038 0.077
7994 1.000 0.250 0.688 0.000 0.562 0.500 0.625 0.125 0.125 0.125
8059 1.000 0.769 0.462 0.538 0.462 0.077 0.077 0.000 0.000 0.000
8100 0.600 0.000 0.500 1.000 0.800 0.300 0.400 0.500 0.500 0.500
8147 0.667 0.333 0.667 0.333 0.667 0.500 1.000 0.667 0.000 1.000
8179 1.000 0.700 0.700 0.250 0.300 0.000 0.000 0.200 0.350 0.200
8187 0.727 0.636 0.545 0.364 0.636 0.545 1.000 0.000 0.727 0.091
8216 0.600 1.000 0.600 0.400 0.000 0.600 0.600 0.600 0.600 0.600
8217 0.500 1.000 1.000 0.000 0.400 0.000 0.600 0.700 0.700 0.700
8231 0.875 1.000 0.500 0.250 0.000 0.375 0.000 0.000 0.000 0.000
8307 0.444 0.111 1.000 0.333 1.000 0.111 0.889 0.889 0.333 0.000
8332 1.000 0.538 0.577 0.346 0.154 0.077 0.423 0.000 0.115 0.077
8356 0.357 0.929 0.286 0.714 0.143 0.071 0.000 1.000 0.071 0.214
8377 1.000 0.000 0.200 0.300 0.800 0.000 1.000 0.100 0.500 0.200
8404 0.000 0.500 1.000 0.000 0.750 0.500 0.000 1.000 1.000 1.000
8442 0.750 0.625 1.000 0.500 0.625 0.250 0.500 0.000 0.250 0.375
8463 1.000 0.200 0.640 0.160 0.360 0.080 0.120 0.000 0.480 0.080
8517 0.889 0.889 1.000 0.111 0.333 0.000 0.222 0.333 0.333 0.333
8588 1.000 0.353 0.000 0.059 0.294 0.294 0.235 0.765 0.294 0.235
8598 0.091 0.455 0.000 0.227 0.000 0.318 0.545 0.636 1.000 0.591
8625 0.250 0.500 0.500 0.000 0.500 1.000 0.875 0.125 0.750 0.875
8689 0.375 1.000 0.750 0.625 0.000 0.250 0.000 0.250 0.000 0.375
8720 0.375 1.000 0.750 0.500 0.000 0.375 0.500 0.625 0.750 0.250
8731 0.769 0.462 0.769 0.538 0.231 0.000 0.538 0.000 1.000 0.231
8735 0.400 0.000 1.000 0.700 0.400 0.300 0.100 0.100 0.100 0.100
8816 0.200 1.000 1.000 0.500 0.300 0.200 0.200 0.600 0.000 0.000
8837 1.000 0.714 0.786 0.571 0.571 0.000 0.500 0.429 0.071 0.000
8953 0.455 0.364 1.000 0.818 0.182 0.000 0.182 0.273 0.545 0.182
8981 0.000 0.692 1.000 0.692 0.692 0.385 0.308 0.154 0.462 0.692
8989 1.000 0.391 0.348 0.348 0.130 0.261 0.348 0.522 0.391 0.000
9023 1.000 0.000 0.143 0.286 0.857 0.571 0.857 0.714 0.714 0.429
9031 0.368 0.000 0.632 0.211 1.000 0.789 0.579 0.316 0.368 0.053
9040 0.700 0.000 1.000 0.200 0.600 0.200 0.000 0.000 0.100 0.700
9093 0.765 0.647 0.000 0.353 0.471 0.882 1.000 0.294 0.824 0.588
9098 1.000 0.286 0.714 0.429 0.714 0.000 0.000 0.000 0.000 0.000
9111 0.600 0.600 1.000 0.000 0.400 0.800 0.000 0.200 0.200 0.200
9136 1.000 0.556 0.667 0.111 0.000 0.889 0.778 0.778 0.778 0.778
9142 0.778 0.222 1.000 0.000 0.000 0.556 0.111 0.111 0.556 0.556
9154 0.818 1.000 0.000 0.636 0.364 0.273 0.455 0.182 0.182 0.364
9165 0.857 1.000 0.000 0.857 0.857 0.714 0.000 0.571 0.571 0.571
9247 0.923 0.923 1.000 0.538 0.692 0.769 0.462 0.000 0.615 0.385
9252 1.000 0.857 0.357 0.000 0.000 0.214 0.286 0.429 0.286 0.071
9273 0.933 1.000 0.200 0.133 0.400 0.333 0.667 0.333 0.267 0.000
9275 1.000 0.842 0.895 0.368 0.000 0.526 0.105 0.368 0.316 0.526
9276 0.636 0.182 0.818 0.000 0.727 0.364 1.000 0.091 0.091 0.091
9282 1.000 0.833 0.750 0.500 0.750 0.000 0.250 0.667 0.917 0.167
9285 1.000 0.895 0.684 0.579 0.263 0.053 0.263 0.158 0.158 0.000
9286 1.000 0.654 0.654 0.115 0.577 0.346 0.115 0.462 0.231 0.000
9288 1.000 0.105 0.211 0.053 0.211 0.263 0.316 0.263 0.000 0.158
9295 1.000 0.696 0.130 0.435 0.087 0.174 0.000 0.217 0.304 0.348
9306 0.667 0.333 0.167 0.667 0.167 0.833 0.167 1.000 0.000 0.833
9307 0.500 1.000 0.750 1.000 1.000 0.917 0.417 0.500 0.917 0.000
9312 1.000 0.200 0.200 0.300 0.200 0.000 0.300 0.300 0.000 0.000
9315 0.300 1.000 0.700 0.000 0.500 0.200 0.800 0.200 0.200 0.200
9348 1.000 0.238 0.095 0.095 0.381 0.000 0.000 0.190 0.000 0.048
9349 1.000 0.353 1.000 0.529 0.471 0.118 0.000 0.471 0.471 0.471
9350 0.529 0.647 1.000 0.647 0.647 0.176 0.176 0.353 0.471 0.000
9390 0.833 0.833 1.000 0.417 0.417 0.000 0.333 0.250 0.167 0.417
9397 1.000 0.462 0.923 0.692 0.692 0.385 0.462 0.000 0.462 0.154
9398 0.250 0.750 0.000 0.375 0.750 0.625 1.000 0.250 0.500 0.625
9422 0.846 0.000 0.923 0.769 0.923 0.538 1.000 0.846 0.538 0.308
9430 0.909 1.000 0.364 0.364 0.364 0.091 0.182 0.000 0.545 0.818
9474 1.000 0.700 0.800 0.700 0.600 0.300 0.800 0.000 0.500 0.000
9478 1.000 0.778 0.500 0.889 0.333 0.611 0.389 0.667 0.000 0.278
9487 0.700 0.400 0.300 0.000 1.000 1.000 1.000 1.000 1.000 1.000
9492 0.571 1.000 0.667 0.667 0.429 0.000 0.143 0.238 0.048 0.095
9558 1.000 0.615 0.769 0.615 0.000 0.154 0.538 0.462 0.769 0.231
9583 1.000 0.412 0.824 0.176 0.118 0.471 0.412 0.176 0.000 0.294
9649 1.000 0.000 1.000 0.786 0.714 0.143 0.500 0.357 1.000 0.214
9654 1.000 0.900 0.700 0.200 0.500 0.400 0.000 0.300 0.800 0.800
9655 0.714 1.000 0.714 0.429 0.714 0.000 0.571 0.143 1.000 0.429
9675 1.000 0.045 0.000 0.364 0.000 0.000 0.091 0.091 0.091 0.091
9681 1.000 0.750 0.333 0.333 0.375 0.042 0.042 0.000 0.125 0.042
9721 0.962 0.923 0.769 1.000 0.308 0.538 0.192 0.192 0.000 0.115
9734 0.636 1.000 0.818 0.545 0.636 0.545 0.545 0.000 0.273 0.000
9735 1.000 0.682 0.364 0.364 0.182 0.273 0.227 0.000 0.045 0.091
9741 0.583 0.250 0.417 1.000 0.667 0.167 0.750 0.250 0.000 0.000
9746 1.000 0.364 0.636 0.182 0.182 0.273 0.545 0.182 0.455 0.000
9748 1.000 0.857 1.000 0.476 0.571 0.095 0.000 0.143 0.286 0.286
9758 1.000 0.563 0.563 0.187 0.125 0.000 0.187 0.313 0.187 0.187
9763 0.000 0.842 1.000 0.789 0.684 0.684 0.526 0.632 0.316 0.368
9798 0.588 1.000 0.235 0.118 0.118 0.176 0.000 0.588 0.353 0.353
9821 0.769 0.231 1.000 0.846 0.692 0.538 0.538 0.538 0.000 0.000
9827 0.750 1.000 0.583 0.083 0.000 0.000 0.000 0.000 0.000 0.000
9947 0.600 0.400 0.200 0.800 1.000 0.000 0.200 0.600 0.600 0.200
9981 0.350 1.000 0.650 1.000 0.300 0.000 0.050 0.100 0.300 0.300
9996 1.000 0.667 0.278 0.167 0.111 0.500 0.167 0.111 0.167 0.000
10444 1.000 0.200 0.100 0.200 0.600 0.100 0.300 0.200 0.000 0.000
10520 1.000 0.429 0.143 0.571 0.000 0.500 0.000 0.214 0.000 0.000
10870 0.949 0.923 0.897 0.821 1.000 0.846 1.000 0.769 0.000 0.795
10999 1.000 0.280 0.320 0.000 0.000 0.160 0.400 0.160 0.280 0.200
11049 0.737 1.000 0.789 0.684 0.421 0.526 0.316 0.263 0.105 0.000
11112 0.111 0.222 1.000 0.111 1.000 0.000 0.222 0.000 0.444 0.667
11142 0.684 1.000 0.684 0.789 0.474 0.842 0.263 0.000 0.105 0.105
11179 0.500 0.600 1.000 0.800 1.000 0.700 0.900 0.700 0.700 0.000
11181 0.500 1.000 0.750 0.250 0.350 0.250 0.300 0.100 0.350 0.000
11186 1.000 0.667 0.000 0.111 0.111 0.111 0.667 0.111 0.667 0.556
11249 1.000 0.500 0.500 0.500 0.167 0.000 0.333 0.333 0.000 0.333
11250 0.533 0.600 0.867 0.600 0.733 0.133 1.000 0.133 0.400 0.000
11336 0.667 0.333 0.111 0.111 0.444 0.222 0.000 1.000 0.667 0.333
11337 0.667 0.000 0.833 0.167 0.250 0.833 0.250 1.000 0.583 0.583
11344 0.222 1.000 0.111 0.889 0.000 0.333 0.222 0.111 0.556 0.222
11346 1.000 0.214 0.143 0.857 0.000 0.071 0.071 0.214 0.286 0.143
11347 0.900 0.000 0.400 1.000 0.000 0.800 0.600 0.900 0.800 0.800
